recipient_name,bank_clean
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN BANK,MIDDLETOWN BANK
"COMMERCE BANKSHARES, INC.","COMMERCE BANKSHARES, INC."
AMALGAMATED BANK,AMALGAMATED BANK
COMERICA BANK,COMERICA BANK
COMERICA BANK,COMERICA BANK
M&T BANK,M&T BANK
BB&T,BB&T
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
"BLUEPAY, INC.","BLUEPAY, INC."
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
"BLUEPAY, INC.","BLUEPAY, INC."
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON BANK,HUNTINGTON BANK
JP MORGAN CHASE BANK,JP MORGAN CHASE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
SILICON VALLEY BANK,SILICON VALLEY BANK
PINNACLE BANK,PINNACLE BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
SUNRISE BANK,SUNRISE BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SUNRISE BANK,SUNRISE BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUMMIT COMMUNITY BANK,SUMMIT COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
ELAVON,ELAVON
BB&T,BB&T
BB&T,BB&T
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
EL DORADO SAVINGS BANK,EL DORADO SAVINGS BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
EAGLE BANK,EAGLE BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
AMERICAN EXPRESS,AMERICAN EXPRESS
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
AUTHORIZE.NET,AUTHORIZE.NET
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BANK,CITIZENS BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUNRISE BANKS,SUNRISE BANKS
SUNRISE BANKS,SUNRISE BANKS
SUNRISE BANKS,SUNRISE BANKS
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
CITIBANK,CITIBANK
TD BANK,TD BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
SUNRISE BANK,SUNRISE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
AMALGAMATED BANK,AMALGAMATED BANK
PRESIDENTIAL BANK,PRESIDENTIAL BANK
SUNRISE BANK,SUNRISE BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUNRISE BANKS,SUNRISE BANKS
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
AMALGAMATED BANK,AMALGAMATED BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLSFARGO,WELLSFARGO
AMALGAMATED BANK,AMALGAMATED BANK
M&T BANK,M&T BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMEGY BANK,AMEGY BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST BANK,TRUIST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANKERS TRUST,BANKERS TRUST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
BB&T,BB&T
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T,BB&T
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
SUNRISE BANK,SUNRISE BANK
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
ELAVON,ELAVON
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PINNACLE BANK,PINNACLE BANK
TRUIST/BB&T,TRUIST/BB&T
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
TD BANK,TD BANK
ALLIANT MERCHANT SOLUTIONS,ALLIANT MERCHANT SOLUTIONS
SUNRISE BANK,SUNRISE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
FIRST COMMUNITY BANK,FIRST COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
PINNACLE BANK,PINNACLE BANK
TRUIST/BB&T,TRUIST/BB&T
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TRUIST,TRUIST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO BANK,WELLS FARGO BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
VERIDIAN,VERIDIAN
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
TRUIST,TRUIST
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
US BANK,US BANK
PINNACLE BANK,PINNACLE BANK
TRUIST/BB&T,TRUIST/BB&T
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
PINNACLE BANK,PINNACLE BANK
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK
MILLBURY FEDERAL CREDIT UNION,MILLBURY FEDERAL CREDIT UNION
TRUIST,TRUIST
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
U.S. BANK,U.S. BANK
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
BANK OF AMERICA,BANK OF AMERICA
FORBRIGHT BANK,FORBRIGHT BANK
PINNACLE BANK,PINNACLE BANK
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
WINRED TECHNICAL SERVICES,WINRED TECHNICAL SERVICES
PARAGON PAYMENT SOLUTIONS,PARAGON PAYMENT SOLUTIONS
PINNACLE BANK,PINNACLE BANK
PINNACLE BANK,PINNACLE BANK
CIBC BANK,CIBC BANK
UMPQUA BANK,UMPQUA BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BYLINE BANK,BYLINE BANK
PINNACLE BANK,PINNACLE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK OF NEW YORK,AMALGAMATED BANK OF NEW YORK
BB&T/TRUIST,BB&T/TRUIST
BANK OF OKLAHOMA,BANK OF OKLAHOMA
BYLINE BANK,BYLINE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
BB&T,BB&T
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
BREMER BANK,BREMER BANK
WELLS FARGO BANK,WELLS FARGO BANK
TRUIST BANK,TRUIST BANK
JP MORGAN CHASE BANK,JP MORGAN CHASE BANK
WELLS FARGO FKA WACHOVIA BANK,WELLS FARGO FKA WACHOVIA BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
PNC BANK,PNC BANK
FIRST VIRGINIA BANK,FIRST VIRGINIA BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AUTHORIZE.NET,AUTHORIZE.NET
BREMER BANK,BREMER BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
SIMMONS BANK,SIMMONS BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
JP MORGAN CHASE BANK N.A.,JP MORGAN CHASE BANK N.A.
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
PINNACLE BANK,PINNACLE BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T,BB&T
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AUTHORIZE.NET,AUTHORIZE.NET
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CARDCONNECT,CARDCONNECT
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
BB&T,BB&T
AMALGAMATED INVESTMENT,AMALGAMATED INVESTMENT
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
COUNTRY CLUB BANK,COUNTRY CLUB BANK
BB&T,BB&T
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
FIRST HORIZON BANK,FIRST HORIZON BANK
TD BANK,TD BANK
BANK OF AMERICA,BANK OF AMERICA
CITI CARD,CITI CARD
TRUIST/BB&T,TRUIST/BB&T
BANK OF OKLAHOMA,BANK OF OKLAHOMA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
U.S. BANK,U.S. BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
SIMMONS BANK,SIMMONS BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
VECTRA BANK COLORADO,VECTRA BANK COLORADO
PNC BANK,PNC BANK
ALLIANT MERCHANT SOLUTIONS,ALLIANT MERCHANT SOLUTIONS
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
SUNRISE BANK,SUNRISE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRSTBANK,FIRSTBANK
TRUIST/BB&T,TRUIST/BB&T
PNC BANK,PNC BANK
PNC BANK,PNC BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
"BRENIZER, TAMMY","BRENIZER, TAMMY"
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
MELIO,MELIO
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
AMALGAMATED BANK,AMALGAMATED BANK
CITI CARD,CITI CARD
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
PNC BANK,PNC BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
TRUIST/BB&T,TRUIST/BB&T
WELLS FARGO,WELLS FARGO
FIRST VIRGINIA BANK,FIRST VIRGINIA BANK
PROSPERITY BANK,PROSPERITY BANK
TRUIST BANK,TRUIST BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
TRUIST BANK,TRUIST BANK
SUNRISE BANKS,SUNRISE BANKS
ARVEST BANK,ARVEST BANK
FIRST VIRGINIA BANK,FIRST VIRGINIA BANK
BB&T,BB&T
MELIO,MELIO
FIRST VIRGINIA BANK,FIRST VIRGINIA BANK
FIRST VIRGINIA BANK,FIRST VIRGINIA BANK
WELLS FARGO FKA WACHOVIA BANK,WELLS FARGO FKA WACHOVIA BANK
MELIO,MELIO
CITIZENS BANK,CITIZENS BANK
CITIZENS BANK,CITIZENS BANK
"AXCAPITAL, LLC","AXCAPITAL, LLC"
CITIZENS BANK,CITIZENS BANK
TRUIST/BB&T,TRUIST/BB&T
CITIZENS BANK,CITIZENS BANK
TRUIST/BB&T,TRUIST/BB&T
CITIZENS BANK,CITIZENS BANK
CITIZENS BANK,CITIZENS BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CITIZENS BANK,CITIZENS BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BANK,CITIZENS BANK
CITIZENS BANK,CITIZENS BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
CITIZENS BANK,CITIZENS BANK
CITIZENS BANK,CITIZENS BANK
BMO HARRIS BANK NA,BMO HARRIS BANK NA
REGIONS BANK,REGIONS BANK
BB&T/TRUIST,BB&T/TRUIST
TD BANK,TD BANK
UNITED BANK,UNITED BANK
BB&T/TRUIST,BB&T/TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A."
VECTRA BANK COLORADO,VECTRA BANK COLORADO
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
AMALGAMATED BANK,AMALGAMATED BANK
SIMMONS BANK,SIMMONS BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BUSINESS BANK,CITIZENS BUSINESS BANK
M&T BANK,M&T BANK
M&T BANK,M&T BANK
AUTHORIZE.NET,AUTHORIZE.NET
SHOPIFY INC,SHOPIFY INC
M&T BANK,M&T BANK
TRUIST,TRUIST
M&T BANK,M&T BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
TRUIST,TRUIST
FIRST BANKCARD,FIRST BANKCARD
BANK OF AMERICA,BANK OF AMERICA
TRUIST,TRUIST
PNC BANK,PNC BANK
PNC BANK,PNC BANK
TRUIST,TRUIST
TRUIST,TRUIST
TRUIST,TRUIST
BMO HARRIS BANK NA,BMO HARRIS BANK NA
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
CLASSIC CITY BANK,CLASSIC CITY BANK
SIMMONS BANK,SIMMONS BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK OF NEW YORK,AMALGAMATED BANK OF NEW YORK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
THE FARMERS BANK,THE FARMERS BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PINNACLE BANK,PINNACLE BANK
BMO,BMO
AMALGAMATED BANK,AMALGAMATED BANK
ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
BREMER BANK,BREMER BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST,TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
AMALGAMATED BANK,AMALGAMATED BANK
"PNC BANK, N.A.","PNC BANK, N.A."
EAGLE BANK,EAGLE BANK
FORBRIGHT BANK,FORBRIGHT BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON BANK,HUNTINGTON BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
COMMUNITY BANK MANKATO,COMMUNITY BANK MANKATO
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
BREMER BANK,BREMER BANK
BB&T/TRUIST,BB&T/TRUIST
CORNERSTONE PAYMENT SYSTEMS,CORNERSTONE PAYMENT SYSTEMS
AMALGAMATED BANK,AMALGAMATED BANK
CITIBANK,CITIBANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
EL DORADO SAVINGS BANK,EL DORADO SAVINGS BANK
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
PNC BANK,PNC BANK
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
WELLS FARGO,WELLS FARGO
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PNC BANK,PNC BANK
WELLS FARGO,WELLS FARGO
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO,WELLS FARGO
WELLS FARGO,WELLS FARGO
AMALGAMATED BANK,AMALGAMATED BANK
CORNERSTONE PAYMENT SYSTEMS,CORNERSTONE PAYMENT SYSTEMS
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
TRUIST/BB&T,TRUIST/BB&T
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
EDONATION.COM,EDONATION.COM
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
EDONATION.COM,EDONATION.COM
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
COMMUNITY BANK,COMMUNITY BANK
BANK OF AMERICA,BANK OF AMERICA
CAPITAL ONE,CAPITAL ONE
AMALGAMATED BANK,AMALGAMATED BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO,WELLS FARGO
WASHINGTON FEDERAL BANK,WASHINGTON FEDERAL BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
BB&T,BB&T
TRUIST BANK,TRUIST BANK
COMMUNITY BANK,COMMUNITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BREMER BANK,BREMER BANK
TRUIST/BB&T,TRUIST/BB&T
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WASHINGTON FEDERAL BANK,WASHINGTON FEDERAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMERISERV FINANCIAL,AMERISERV FINANCIAL
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMERISERV FINANCIAL,AMERISERV FINANCIAL
SUNRISE BANK,SUNRISE BANK
TRUIST/BB&T,TRUIST/BB&T
"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A."
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
JP MORGAN CHASE BANK,JP MORGAN CHASE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
BB&T,BB&T
UNION BANK & TRUST,UNION BANK & TRUST
WELLS FARGO,WELLS FARGO
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
JP MORGAN CHASE BANK,JP MORGAN CHASE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO,WELLS FARGO
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
SUNRISE BANK,SUNRISE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
COMMUNITY BANK,COMMUNITY BANK
AMERISERV FINANCIAL,AMERISERV FINANCIAL
WELLS FARGO BANK,WELLS FARGO BANK
BANKERS TRUST,BANKERS TRUST
AMALGAMATED BANK,AMALGAMATED BANK
AMERISERV FINANCIAL,AMERISERV FINANCIAL
